id,author_id,topic,title,summary,body,town,image_path,views_count,likes_count,sort_order,published_at
"00000000-0000-0000-0000-000000003107","00000000-0000-0000-0000-000000002014","분실/실종","르노카드키 검정 분실","르노카드를 찾고 있어요","호텔 야외 벤치에서 카드키를분실했습니다 조던이라고 써있는 키링과 신발인형 은색방수원통 이 달려있습니다 대략 오후3시 50분경에분실 했습니다 찾아주시면 사레하겠습니다","검암경서동","","1922","0","106","2026-05-25T07:27:44.497+00:00"
"00000000-0000-0000-0000-000000003108","00000000-0000-0000-0000-000000002031","생활/편의","금은방 목걸이 18k 사려고 하는데요~~","금은방 목걸이 18k 사려고 하는데요 정보를 묻거나 나누고 있어요","안녕하세요 금은방에 가서 18k목걸이를 사려고 하는데 금은방마다 가격이 다 다르니 잘 알아보라고 해서요 ㅠㅠ 제가 생일 기념으로 목걸이를 사고 싶은데 80~100 선에서 요즘 18k하려면 체인 얇고 알맹이 작은것만 가능하다고 해서 금값이 아직도 비싼지도 궁금하고,, 어떻게 알아봐야 하는지 꿀팁도 궁금하구요!!!!! 저한테 주는 생일선물로 갖고싶어서요 ㅎㅎ 많이 많이 알려주세요 감사합니다! #금은방 #구래동 #구래역 #사우동 #장기동 #18k #목걸이 #악세사리 #금반지","사우동","","1958","0","107","2026-05-25T07:18:05.400+00:00"
"00000000-0000-0000-0000-000000003109","00000000-0000-0000-0000-000000002048","고민/사연","여자친구가 정신병원에 강제입원 당했는데 헤어지자고 문자 보내주실분 구합니다.","핸드폰에 대해 조언을 구하고 있어요","여자친구 개인문제로 정신병원에 부모님에 의해 강제 입원 당했는데 이번이 2번째고 저번에도 그렇고 이번에도 부모님이 핸드폰 뺐고 남자친구인 저도 연락처전부다 차단해놨어서 전 헤어지자는 의지를 전달해주실분 더이상 만나기 힘들어서 헤어지자고 보낼 메세지 복붙만 해서 대신 보내주실분 급하게 구합니다 어차피 보내만 놓는거라 바로 보내고 차단하셔도 됩니다","검암경서동","","2127","0","108","2026-05-25T07:06:39.678+00:00"
"00000000-0000-0000-0000-000000003110","00000000-0000-0000-0000-000000002015","일반","당근 나눔","당근 나눔을 나누고 있어요","무료 나눔만 잽싸게 받아서 다른데에 돈 받고 판다는 소문도 있다는데 참으로 나뿐 사람이네요","계양2동","","1973","0","109","2026-05-25T06:59:51.047+00:00"
"00000000-0000-0000-0000-000000003111","00000000-0000-0000-0000-000000002032","동네친구","비상🚨","비상🚨을 찾고 있어요","약속 파토나서 당장 만날 사람 구해요 01년생 남자고 차있어서 제가 갈게요","불로동","","2028","0","110","2026-05-25T06:52:55.362+00:00"
"00000000-0000-0000-0000-000000003112","00000000-0000-0000-0000-000000002049","취미","6월부터 브이짐에서 같이 운동하실분 있나요?","6월부터 브이짐에서 같이 운동을 함께할 사람이나 정보를 찾고 있어요","85년생 남자 헬린이 입니다. 친구한테 브이짐 추천받았는데, 시설과 사람들에 압도당했네요 ㅠ.ㅠ 남녀노소상관없고, 전 주 6일 18~20시에 운동할듯 합니다. 파트너 운동까진 부담되고, 같이 목표설정하며 으쌰으쌰했으면 좋겠습니다.#브이짐 #헬스 #운동","풍무동","","2056","1","111","2026-05-25T06:46:25.836+00:00"
"00000000-0000-0000-0000-000000003113","00000000-0000-0000-0000-000000002016","생활/편의","전기자전거 대여 가능한곳 있나요??","전기자전거 정보를 묻거나 나누고 있어요","인천으로 대여 샵 알아보니 퀵이나 용달 불러야 가능하더라구요 ㅠㅠ 전기자전거 구매하기 전에 한달정도 타보고 구매결정하려고 하는데 마전역. 검단사거리 근처에 한달 혹은 단기 대여 가능한 곳 있나요??? 개인끼리도 단기대여한다는데 혹시 아시는정보 있으면 알려주세요 ㅠㅠ","검단동","","2024","0","112","2026-05-25T06:41:39.145+00:00"
"00000000-0000-0000-0000-000000003114","00000000-0000-0000-0000-000000002033","일반","세탁할때 검은옷 과 흰옷 있을때","여러분은 따로 세탁하시나요? 이야기를 나누고 있어요","여러분은 따로 세탁하시나요? 아니면 같이 세탁하시나요?","연희동","","2060","0","113","2026-05-25T06:40:05.032+00:00"
"00000000-0000-0000-0000-000000003115","00000000-0000-0000-0000-000000002050","일반","23살인데 너무 심심해요 할만한거 없을까요? ㅠ","심심해서 동네 이웃과 이야기하고 싶어해요","놀아주세요 ! ㅠㅠ","검암동","","2153","0","114","2026-05-25T06:25:52.038+00:00"
"00000000-0000-0000-0000-000000003116","00000000-0000-0000-0000-000000002017","분실/실종","찾아주세요","가방을 찾고 있어요","아라역 근처 송도만두&모빌 ~ 다이소~한신더휴~이편한세상~아라고정문~해든초 까지 자전거도로에서. ~검정색 가방 분실 했어요(코스알엑스글씨가 새겨짐) 가방안에는 처방 받은 약과 안경이 들어 있어요~습득하셨거나 보신분은 쳇 주세요","아라동","","2075","0","115","2026-05-25T06:14:24.177+00:00"
"00000000-0000-0000-0000-000000003117","00000000-0000-0000-0000-000000002034","반려동물","동물병원","동네 동물병원 정보를 찾고 있어요","원당초근처로 이사왔습니다 지난번살던 동네에서는 동물병원에 평소때 그냥방문해도 강아지 위생미용 발톱정리ㆍ똥꼬짜줌등 써비스로 해줬는데 원당은 그런곳 없을까요? 심장사상충도 접종하려 갈예정입니다 과잉진료없고 괜찮은 동물병원 추천해 주세요","당하동","","2111","0","116","2026-05-25T06:13:27.510+00:00"
"00000000-0000-0000-0000-000000003118","00000000-0000-0000-0000-000000002001","일반","무료로 타로 보실 분?","동네 이웃에게 무료 타로를 봐주고 있어요","타로 7년차구요. 타로 무료로 봐줍니당 챗주세요!","원당동","","2261","0","117","2026-05-25T06:09:36.136+00:00"
"00000000-0000-0000-0000-000000003119","00000000-0000-0000-0000-000000002018","일반","강아지잃어버리시분","강아지잃어버리시분? 이야기를 나누고 있어요","강아지잃어버리시분?","당하동","https://community-api-cdn.kr.karrotmarket.com/v1/resource/images/load?id=kr-community%232058791005536870400","2156","1","118","2026-05-25T06:03:30.463+00:00"
"00000000-0000-0000-0000-000000003120","00000000-0000-0000-0000-000000002035","일반","연희동 아띠헤어 관련 아시는 분 계실까요?","연세병원을 추천받고 있어요","연세병원 근처에 있던 미용실 아띠헤어가 다른 미용실로 바뀌었던데 .. 혹시 그 사장님이 다른 곳으로 이전하신건지 궁금해요 ㅠ 소식 아시는 분 계실까요? 몇 년을 다녔던 곳인데 가려다 바뀌어서 속상합니다 🥺","공촌동","","2162","0","119","2026-05-25T06:02:46.097+00:00"
"00000000-0000-0000-0000-000000003121","00000000-0000-0000-0000-000000002002","운동","왕길초에서 캐치볼 하실분?","왕길초에서 캐치볼 참여자나 운동 정보를 찾고 있어요","캐치볼 하실분 계실까요!?","검단동","","2160","0","120","2026-05-25T06:00:14.827+00:00"
"00000000-0000-0000-0000-000000003122","00000000-0000-0000-0000-000000002019","일반","선거유세 개 시끄럽네요","선거하고 투표하는거 알겠는데 내가 아침부터 밤까지 쾌걸근육맨이랑 아모르파티 왜 하루종일…","선거하고 투표하는거 알겠는데 내가 아침부터 밤까지 쾌걸근육맨이랑 아모르파티 왜 하루종일 들어야하는지? 사거리라서 지들은 정해진 시간에 한번 하고 가겠지만 모든 후보 다 들러 가면 여기 사람은 아침부터 저녁까지 끊기지 않는데 소리 줄여달라니까 아 소리가 너무 크나요? 줄일게요 하고서 마이크 키고 유세하고이ㅛ네.뭐라하는지고 안들리는거 사람 많은 곳 찾아서 다니는거 알겠는데 사람 존나 많아서 길도 좁은데 판떼기 들고 길막 쳐하고 유모차 지나가는데도 지들끼리 신나서 나오지고않고 공략 백날 좋아봐야 하는 꼬라지 뽑고싶지도않고 아 정신병걸리겠네 진짜 반박시 님들 좋아하는 당 있는걸로 알고 니들 말 다 맞음","당하동","","2316","4","121","2026-05-25T05:53:50.219+00:00"
"00000000-0000-0000-0000-000000003123","00000000-0000-0000-0000-000000002036","일반","버즈 FE 화이트 분실했어요...","일주일만에 2개를 잃어버렸는데 찾아주시면 사례금드리겠습니다...ㅠㅠ 둘다 이야기를 나누고…","일주일만에 2개를 잃어버렸는데 찾아주시면 사례금드리겠습니다...ㅠㅠ 둘다 화이트이고 하나는 투명케이스에 오른쪽만 들어있고 하나는 붕어빵케이스에요...","운양동","","2194","0","122","2026-05-25T05:52:19.310+00:00"
"00000000-0000-0000-0000-000000003124","00000000-0000-0000-0000-000000002003","일반","아 드럽게 시끄럽네","낮잠자다가 2번이나깻네 ㅡㅡ 북치고 쇼하네 이야기를 나누고 있어요","낮잠자다가 2번이나깻네 ㅡㅡ 북치고 쇼하네","계산4동","","2434","3","123","2026-05-25T05:50:54.938+00:00"
"00000000-0000-0000-0000-000000003125","00000000-0000-0000-0000-000000002020","분실/실종","차키주우신분","차키를 찾고 있어요","탑골병원근근방에서잊어버린듯한데요ㅠ 현대스마트키구요검정원숭이달려있어요 습득하신분연락부탁드립니다","불로대곡동","","2228","0","124","2026-05-25T05:43:30.910+00:00"
"00000000-0000-0000-0000-000000003126","00000000-0000-0000-0000-000000002037","생활/편의","풍무동 cgv 건물에 무인옷가게 생겼네요","풍무동 cgv 건물에 무인옷가게 생겼네요 정보를 묻거나 나누고 있어요","가족이랑 군체보러왔다가 1층에 여성 무인옷가게 생겨서 구경하고왔어요~ 소재도 좋고 금액도 괜찮더라고요 ㅎㅎ","풍무동","https://community-api-cdn.kr.karrotmarket.com/v1/resource/images/load?id=kr-community%232058776339772702720","2294","1","125","2026-05-25T05:07:03.764+00:00"
"00000000-0000-0000-0000-000000003127","00000000-0000-0000-0000-000000002004","취미","풍무동 성인 외국어회화 학원 or 모임 (language exchange)","심심해서 동네 이웃과 이야기하고 싶어해요","지방에서 주말부부하다가 풍무동으로 복귀했더니 시간이 남네요. 과외는 지루할 것 같아서 싫고.. 평일 밤이나 주말에 영어회화 학원이나 모임이 있을까요. 전공이 국문과다보니 언어교환도 가능하고, 주재원 생활도 했었지만 네이티브를 상대한적은 없어서 영어가 유창하진 않습니다. 독서모임같은 것도 좋고.. 심심합니다 (__) #영어 #독서 #영어회화 #독서모임 #풍무동 #모임","풍무동","","2292","1","126","2026-05-25T04:45:09.271+00:00"
"00000000-0000-0000-0000-000000003128","00000000-0000-0000-0000-000000002021","동네친구","걸포 동네친구","걸포 동네친구을 찾고 있어요","걸포동 거주 30대 초반 남성입니다! 가끔가다 야식이나 산책 정도 가볍게 볼 동네 친구분 계실까요~? 동네에 아는 지인이 없어서 글 올려봅니다~ 술 담배는 하지 않습니다!","김포본동","","2298","0","127","2026-05-25T04:14:23.204+00:00"
"00000000-0000-0000-0000-000000003129","00000000-0000-0000-0000-000000002038","일반","무단투기 근절 불편 해소","효성1동효성2동우리동네생활체육 이야기를 나누고 있어요","#효성1동#효성2동#우리동네#생활체육","효성1동","","2296","0","128","2026-05-25T03:53:31.231+00:00"
"00000000-0000-0000-0000-000000003130","00000000-0000-0000-0000-000000002005","동네친구","같이 재미있게 놀 동네칭구 구해용..!","같이 재미있게 놀 동네칭구 구해용을 찾고 있어요","재미있게 같이 얘기하며 놀 분 구합니당! 제가 22살(05년생)이라 20대 초중반이셨음 좋겠구(20대 후반까진 괜찮아용..!)성별은 상관없어용..! 제가 장기동에 살아서 장기동이나 장기동 근처 동네에 살고 계신 분이었음 좋을 것 같아요! ㅎㅎ (김포에만 살고 계시면 괜찮아용! ㅎㅎ) 저랑 친해지고 싶은 분들은 밑에 편하게 댓글 남겨 주세여! 그럼 제가 챗 걸게여..!","장기동","","2373","2","129","2026-05-25T03:23:40.613+00:00"
"00000000-0000-0000-0000-000000003131","00000000-0000-0000-0000-000000002022","동네친구","아이스 곰곰에 카드 둔 사람","아이스 곰곰에 카드 둔 사람을 찾고 있어요","계산기 바로 위에 있어서 아무나 쓸까봐 제가 보관중입니다 주인 연락주세요.","마전동","https://community-api-cdn.kr.karrotmarket.com/v1/resource/images/load?id=kr-community%232058747327602462720","2330","0","130","2026-05-25T03:11:07.257+00:00"
"00000000-0000-0000-0000-000000003132","00000000-0000-0000-0000-000000002039","일반","⭐️임보완료⭐️ 🆘견생1개월차 시고르 강아지 임시보호🆘","혼자 있는 강아지의 주인을 찾고 있어요","⭐️⭐️⭐️임시보호 할 곳을 찾았습니다! 입양해주실 평생가족만 기다릴게요⭐️⭐️⭐️ ———————————————————————— 안녕하세요! 금곡동~마전동을 배회하던 흰색 성견을 보신 적 있나요? 아마 그 개가 어디서 지내는 지, 아실만한 동네 분들은 오며가며 ‘얘가 여기서 지내는 개였구나~~’ 하셨을 텐데요! 바로 그 개! 내일 구조합니다!! 사실 지금 자리잡은 곳도 임신하고 출산이 임박한 상태에서 들어와 자리잡고 세상밖에 나온 새끼들까지도 함께 지내게 된 것 인데요🥺 현재 6마리 새끼중 3마리가 어미와 떨어져 지낼 보호소(안락사 없는!!!!)로 입소 예정입니다! 그런데!!!! 입소 날짜가 6/5 또는 6/6 예정되어 있는 터라ㅠㅠ 기간 텀이 좀 생겨버렸어요.. 혹시 3마리 중 1마리라도 잠시 임시보호 해주실 분 계실까요? 강아지가 먹을 식사, 배변패드 모두 지원해드리고, 이동까지도 해드릴 수 있어요!! 당장 내일부터 아기강아지들이 어미와 떨어진 상태로 현재있는 곳에 계속 둘 수가 없는 상태라서요ㅠㅠ ⭐️임시보호/입양 문의도 언제든 대환영입니다!⭐️ #임시보호 #강아지임시보호 #sos #강아지","마전동","https://community-api-cdn.kr.karrotmarket.com/v1/resource/images/load?id=kr-community%232058732440191086592","2470","6","131","2026-05-25T02:11:51.704+00:00"
"00000000-0000-0000-0000-000000003133","00000000-0000-0000-0000-000000002006","맛집","아메리카노 맛집 추천해주세여","아메리카노 맛집 추천해주세여 추천을 기다리고 있어요","카페가 많은데 아메리카노 추천 부탁드립니당","계산동","","2402","0","132","2026-05-25T01:47:24.174+00:00"
"00000000-0000-0000-0000-000000003134","00000000-0000-0000-0000-000000002023","일반","마우스 사설 수리","마우스수리를 찾고 있어요","혹시 사우동 일대에 마우스 사설로 고칠 수 있는 곳 있을까요?? 하나는 휠 돌려서 내리면 화면이 내려가다 다시 올라가고 하나는 버티컬 마우스 인데 마우스 클릭 감도가 좀 약해진듯 합니다(세게 누르지 않는 한 클릭 했는데 선택이 안되거나 더블클릭 헸는데 클릭으로 됨) 이것 빼곤 멀쩡한 마우스들인데 헤라 사서 혼자서 해보려다가 도저히 안되겠어서 AS 할 곳을 찾습니다ㅠㅠ #마우스수리","사우동","","2400","0","133","2026-05-25T01:34:16.851+00:00"
"00000000-0000-0000-0000-000000003135","00000000-0000-0000-0000-000000002040","일반","인천 피부과","피부질환 피부과 잘보는 병원 없나요 이야기를 나누고 있어요","피부질환 피부과 잘보는 병원 없나요 ㅠㅠ? 보면 다 후기 안좋고..피부과 가본적이 없어서 ㅠㅠ..","경서동","","2417","0","134","2026-05-25T01:33:11.904+00:00"
"00000000-0000-0000-0000-000000003136","00000000-0000-0000-0000-000000002007","미용","인천 서구 미용실 추천","인천 서구 미용실 추천 추천을 기다리고 있어요","페이스라인컷 잘하는 곳 있을까여ㅠ 아니면 픽업 서비스 가는한 미용실ㅠㅠ 이전에 아우어스토리가 픽업 가능해서 좋았는데 없어졌더라구요ㅠ","심곡동","","2415","0","135","2026-05-25T01:11:28.357+00:00"
"00000000-0000-0000-0000-000000003137","00000000-0000-0000-0000-000000002024","분실/실종","하얀색 토끼인형 보신 분 계실까요","잃어버린 토끼 인형을 찾고 있어요","사진 왼쪽에 있는 하안색 토끼인형 보신 분 계실까요 어제(5/25 일) 장기동-고촌 버스나 정류장 혹은 길에서라도 보신 분 있으시면 알려주시면 감사하겠습니다.. ㅠ","장기동","https://community-api-cdn.kr.karrotmarket.com/v1/resource/images/load?id=kr-community%232058714870745333760","2451","0","136","2026-05-25T01:01:14.631+00:00"
"00000000-0000-0000-0000-000000003138","00000000-0000-0000-0000-000000002041","일반","인천 서구 국민센터","오늘 센터 헬스장 운영하는날일까요? 이야기를 나누고 있어요","오늘 센터 헬스장 운영하는날일까요? 아니면 휴관일까요?","검암동","","2506","0","137","2026-05-25T01:01:03.098+00:00"
"00000000-0000-0000-0000-000000003139","00000000-0000-0000-0000-000000002008","반려동물","강아지 주인보시면","강아지 주인보시면 목격이나 보호 소식을 나누고 있어요","자전거 타고 가다가 길잃고 헤매는 강아지 봤는데 도망가서 찾는 분 위해 여기에 올려요. 시간은 약 5분전입니다. 5월 25일 9시 45분쯤 걸포동 운양동 사이 한강 자전거길에서 발견 캠핑장쪽으로 올라감","걸포동","https://community-api-cdn.kr.karrotmarket.com/v1/resource/images/load?id=kr-community%232058712716636311552","2633","10","138","2026-05-25T00:52:22.664+00:00"
"00000000-0000-0000-0000-000000003140","00000000-0000-0000-0000-000000002025","분실/실종","JBL 블루투스 스피커 분실","JBL 블루투스 스피커 분실 아들이 자전거를 찾고 있어요","아들이 자전거 타고 놀다가 휴대용 스피커를 분실 했다고 합니다. 본인은 찾아보겠다고 찾다가 못찾아서 집에 늦게들어오긴 했는데.. 혹시나 보신분 계시다면 댓글부탁드릴께요. 사진은 참고용입니다. 실제 제품 색상은 붉은끼돌고 사진처럼 JBL 이라고 새겨져있으며, 외관은 밑밑한 사각 모형입니다.","불로동","https://community-api-cdn.kr.karrotmarket.com/v1/resource/images/load?id=kr-community%232058711853774315520","2483","0","139","2026-05-25T00:49:14.958+00:00"
"00000000-0000-0000-0000-000000003141","00000000-0000-0000-0000-000000002042","일반","구두밑창수선","구두밑창수선을 추천받고 있어요","아끼는구두밑창고무가 상햇나바요ㆍ어디수선할곳잇을까요","당하동","","2519","0","140","2026-05-25T00:30:14.396+00:00"
"00000000-0000-0000-0000-000000003142","00000000-0000-0000-0000-000000002009","동네친구","검단신도시 30대 여자 동네친구 원해요🥹","심심해서 동네 이웃과 이야기하고 싶어해요","안녕하세요 ! 결혼하게되면서 타지에서 검단신도시 북쪽으로 이사오게 되었어요! 지금은 임신 준비하면서 일을 안하게 되어 시간도 많고 집에만 있으니 너무 심심해서 글 올려 봅니다 🥹 저는 술은 잘 안마시고 맛집 카페 공예 산책 등산 방탈출 좋아해요! 저랑 가깝고 평일에도 시간 되시는 저처럼 심심하신 여자분 친해지고 싶어요 😊 사이비나 영업 절대 사절이요 !!!🌟","원당동","","2607","3","141","2026-05-25T00:16:23.194+00:00"
"00000000-0000-0000-0000-000000003143","00000000-0000-0000-0000-000000002026","취미","실바니안 좋아하는 애기엄마 있을까요 👀","실바니안 좋아하는 애기엄마 있을까요 👀을 함께할 사람이나 정보를 찾고 있어요","본격적으론 아니고 주기적으로 한번씩 꽂히는데 친구가 있으면 오래 재밌게 취미생활할 것 같아 찾아봅니다 저는 무작정 수집 디스플레이 보다는 리페, 옷만들기 같은 커스텀하는게 재밌는 편이에요 사진은 제가 만든 옷이랑 집, 케이크에요","당하동","https://community-api-cdn.kr.karrotmarket.com/v1/resource/images/load?id=kr-community%232058700156871286784","2553","0","142","2026-05-25T00:03:24.141+00:00"
"00000000-0000-0000-0000-000000003144","00000000-0000-0000-0000-000000002043","동네친구","아침먹읍시다","아침먹읍시다을 찾고 있어요","이시간 마전역 근처서 해장국드실분 2차는 커피 ᆢ사드림니다 ᆢ아무나 가능한분","마전동","","2551","0","143","2026-05-24T23:40:36.470+00:00"
"00000000-0000-0000-0000-000000003145","00000000-0000-0000-0000-000000002010","일반","사기꾼 조심하세요","당근모임 관련 주의를 부탁하고 있어요","당근모임이나 카페에서 도마뱀 ㅂㅇ한다는 글 초보자분들 속지마세요 당근은 생물ㅂㅇ이 금지되어 있습니다 가까운 믿을만한 샵가세요","연희동","","2568","0","144","2026-05-24T22:57:59.658+00:00"
"00000000-0000-0000-0000-000000003146","00000000-0000-0000-0000-000000002027","취미","셔플댄스 신세계","근력운동을 함께할 사람이나 정보를 찾고 있어요","유산소, 근력운동의 끝판왕 셔플댄스 짱 신납니당~^^ 마침내, 검암역 로열파크씨티 푸르지오 2단지 정문 맞은 편 상가 한들타워1차 (604호) 로열스포츠 아카데미 에서 주민 여러분과 함께 셔플댄스로 활기차게 운동을 합니다요~~^^ 관심은 있었는데 망설이셨던 왕초보님들 함께해요 ~♡♡ 월요일 오전10시 또는 화요일 저녁 8시 #셔플댄스 #몸치탈출 셔플댄스 #검암역 로열파크씨티 푸르지오 #로얄 스포츠 아카데미","검암경서동","https://community-api-cdn.kr.karrotmarket.com/v1/resource/images/load?id=kr-community%232058679106842587136","2596","1","145","2026-05-24T22:39:34.493+00:00"
"00000000-0000-0000-0000-000000003147","00000000-0000-0000-0000-000000002044","운동","같이 운동해보아요","초보운동모임 참여자나 운동 정보를 찾고 있어요","동네 아는사람도 별로없고 운동은 하고싶은데 의지는 나약한 당신~~ 같이 운동해볼래요? 아라천 걷거나 뛰기 금정산, 황화산 둘레길 걷기 계양산 등산 신발만 신고 나오심됩니다. 운동하고싶은데 집밖으로 나가기 너무 귀찮은분들... 함께라면 할수있습니다. 🔥 초보운동모임이니 같이 운동해보아요🙏 ♡열정♡ 매일 운동 인증 모임 https://daangn.com/kr/share/community/ref/invite-group/9ImPLOjLP0","아라동","https://community-api-cdn.kr.karrotmarket.com/v1/resource/images/load?id=kr-community%232058677335105273856","2602","0","146","2026-05-24T22:32:12.039+00:00"
"00000000-0000-0000-0000-000000003148","00000000-0000-0000-0000-000000002011","동네풍경","부쳔백만송이 장미축제","부쳔백만송이 장미축제을 공유하고 있어요","연일 만개 만개입니다","북변동","https://community-api-cdn.kr.karrotmarket.com/v1/resource/images/load?id=kr-community%232058672760401391616","2660","2","147","2026-05-24T22:13:35.114+00:00"
"00000000-0000-0000-0000-000000003149","00000000-0000-0000-0000-000000002028","일반","안녕하세요?","히즈메디병원을 추천받고 있어요","혹시 히즈메디병원 소아과에 계시던 박종호선생님 어느 병원으로 옮기셨는지 아시는분 계실까요?","감정동","","2674","0","148","2026-05-24T22:11:58.564+00:00"
"00000000-0000-0000-0000-000000003150","00000000-0000-0000-0000-000000002045","일반","가성비 간식 맛집","^^ 서구 불로동 꽈배기 맛집 소개합니다 이야기를 나누고 있어요","안녕하세요 ~^^ 서구 불로동 꽈배기 맛집 소개합니다 남녀 노소 누구나 발길가는 맛집이더라구요 깔끔하고 쫀득한 꽈배기가 일품 이고요 개인적으로 고로케 이게 저한테는 짱 입니다 도넛츠나 다른것 음식도 맛나구요 ㅋㅋ 여튼 함 맛보시면 저처럼 팬 이 되실거에요 ~^^","검단동","https://community-api-cdn.kr.karrotmarket.com/v1/resource/images/load?id=kr-community%232058638738874298368","2732","2","149","2026-05-24T20:00:49.927+00:00"
"00000000-0000-0000-0000-000000003151","00000000-0000-0000-0000-000000002012","생활/편의","동네 풍무동월드사우나","동네 풍무동월드사우나를 도와줄 이웃이나 업체를 찾고 있어요","사운나는 크고 조용하고 조아요 그러나. 직원에게 여러번 타올에 대해서 진정하엿는데도 시정이 되지를 안아요. 다름이 아니라 타올이 너무 오래 사용해서 수건이 털이. 하난도 없어서 가죽 껍데기 같아서 물기를 빨아드리지 않아요 몇번이나 새로 교체 해야 델거 같다고 해도 시정 이 안되는거 같아서 사장님이 써보고 시정해 주기 바람니다","사우동","","2681","1","150","2026-05-24T19:27:09.914+00:00"
"00000000-0000-0000-0000-000000003152","00000000-0000-0000-0000-000000002029","고민/사연","한이님이","한이님이에 대해 조언을 구하고 있어요","좋아졋어요","운양동","","2687","0","151","2026-05-24T19:01:23.395+00:00"
"00000000-0000-0000-0000-000000003153","00000000-0000-0000-0000-000000002046","일반","자극적인 안주에 술마시고싶은 시간이네요","운양에 지금 시간에 혼술할만한곳 있을까요 이야기를 나누고 있어요","운양에 지금 시간에 혼술할만한곳 있을까요","운양동","","2742","0","152","2026-05-24T18:30:16.478+00:00"
"00000000-0000-0000-0000-000000003154","00000000-0000-0000-0000-000000002013","분실/실종","창신동 샤넬 반지갑 분실","지갑 목격이나 보관 사실을 알리고 있어요","창신동 완구거리에서 샤넬 반지갑을 잃어버렸습니다 안에 차키까지 다 있어요 혹시 주우신 분 댓글 부탁드려요 ㅜㅜ","풍무동","","2721","0","153","2026-05-24T17:59:01.153+00:00"
"00000000-0000-0000-0000-000000003155","00000000-0000-0000-0000-000000002030","운동","같이 매일 계양도서관쪽 걸으실분","같이 매일 계양도서관쪽 걸으실분 참여자나 운동 정보를 찾고 있어요","요즘 매일 1시간정도 혼자 걷고있는데 실행은 잘 하고 있으나, 혼자 걷는것이다보니 페이스가 좋지가 않네요. 비만인데다가 5번 디스크가 퇴화전조 상태라 뛸수도 없고 20kg 뺄때까지는 매일 1시간씩 걸을 생각인데 매일 1시간씩 계양도서관 같이 걸으실분 구합니다. 걷는 내내 대화를 해도되고 아니면 처음부터 끝까지 조용히 걸으면서 오직 서로 페이스메이커가 되어주는것도 나쁘지 않습니다.","계산동","","2749","1","154","2026-05-24T17:45:51.320+00:00"
"00000000-0000-0000-0000-000000003156","00000000-0000-0000-0000-000000002047","반려동물","강아지가 키우고 싶어요","강아지를 키우기 전 조언을 구하고 있어요","한번 키워보구 보낸후 무서워서 다시는 못할거라 생각햇는대 요즘 지나가는 강아지만 바도 눈길이 가네요.","장기동","","2815","2","155","2026-05-24T17:11:55.338+00:00"
"00000000-0000-0000-0000-000000003157","00000000-0000-0000-0000-000000002014","고민/사연","구래역 주변에서 뿔테안경 주우신분ㅠㅠ?","구래역 주변에서 뿔테안경 주우신분에 대해 조언을 구하고 있어요","혹시 구래역 주변에서 안경 주우신 분 있으시면 연락주실 수 있나요 맞춘지 얼마 안됐는데 잃어버렸네요 ㅠㅠㅠㅠ","장기동","","2772","0","156","2026-05-24T17:01:25.063+00:00"
"00000000-0000-0000-0000-000000003158","00000000-0000-0000-0000-000000002031","반려동물","아기고양이 아시는분이나 잃어버리신분","아기고양이 목격이나 보호 소식을 나누고 있어요","방축동 방축공영주차장에서 갑자기 나타났는데 동네에서 처음 보는 길고양이에요... 아직 아가인거같은데 몸집더 작고 사람을 너무 좋아해서 경계심도 거의 없어요 눈 한쪽이 없는데 수술한거처럼 깔끔해요 혹시 이고양이 아시는분이나 잃어버리신분 연락부탁드립니다","방축동","https://community-api-cdn.kr.karrotmarket.com/v1/resource/images/load?id=kr-community%232058574559623913472","2789","0","157","2026-05-24T15:44:42.113+00:00"
"00000000-0000-0000-0000-000000003159","00000000-0000-0000-0000-000000002048","취미","롤할사람??","롤할사람을 함께할 사람이나 정보를 찾고 있어요","지금 롤하실분 계신가요??","사우동","","2825","0","158","2026-05-24T15:32:30.952+00:00"
"00000000-0000-0000-0000-000000003160","00000000-0000-0000-0000-000000002015","동네친구","온/오프라인 취미 공유할 동네 친구 찾아요","심심해서 동네 이웃과 이야기하고 싶어해요","저는 고촌사는 96년생 남자입니다. 주중 퇴근 후와 주말에 심심하기도 해서 취미 공유하실 동네 친구 찾아보려구요. 제 취미는.. 1) 체스 온라인으로도 많이 하고 오프라인 모임도 자주 나갑니다. 체스 해보고 싶다하시면 잘 알려드릴 수 있어요. 요즘 성인들 사이에서 체스모임 핫합니다. 같이 가면 재밌을 거에요~ 2) 러닝 저질 체력 개초보입니다... 3.5km 걷뛰로 km당 25분 정도 나옵니다..ㅜㅜ 건강 때문에 시작했는데 러닝 잘하시는 분에게 팁 받거나 같은 초보자끼리 으쌰으쌰 하고싶네요. 러닝 모임같은건 안나가고 싶어서 주로 퇴근 후 야간이나 새벽에 혼자 뛰는 걸 좋아합니다. 3) 게임 직업이 게임 관련이라 게임 좋아합니다. 서로 게임 추천해주고 같이하면 재밌을 것 같아요. 이건 온라인으로만 친구해도 괜찮습니다! 코딩에도 관심있어서 최근 푹 빠져있어요. 제 취미가 딱히 특별할 건 없다보니, 공유해주실 재밌는 취미가 있으신 분이면 좋겠고, 나이는 20/30대만, 제가 여자친구가 있고 펜스룰을 잘 지키는 편이라 가급적 남성분이면 좋겠습니다!","고촌읍","","2842","0","159","2026-05-24T15:20:34.248+00:00"
